,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original
233,Data Engineer Junior,Gi Group,"Madrid, España",35.000€ - 45.000€ brutos anuales,Al menos 5 años,"Temporal, jornada completa","Grado en Informática, Matemáticas o similar","Python, SQL, Apache Spark, Hadoop, AWS","**Data Engineer Junior en Gi Group**

    ¿Estás listo/a para un nuevo desafío profesional? En Gi Group buscamos un/a Data Engineer Junior para unirse a nuestro equipo en Madrid, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Engineer Junior utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Temporal, jornada completa.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Gi Group, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG44380,Data Engineer
234,Senior Data Infrastructure Engineer,Boycor,"Valladolid, España",Salario no disponible,Sin experiencia,"Temporal, media jornada","Grado en Informática, Matemáticas o similar","Apache Kafka, Airflow, NoSQL databases","**Senior Data Infrastructure Engineer en Boycor**

    ¿Estás listo/a para un nuevo desafío profesional? En Boycor buscamos un/a Senior Data Infrastructure Engineer para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en Apache Kafka, Airflow, NoSQL databases, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Senior Data Infrastructure Engineer utilizando tecnologías como Apache Kafka, Airflow, NoSQL databases.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Apache Kafka, Airflow, NoSQL databases.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Boycor, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL71969,Data Engineer
235,Big Data Engineer Senior,Boycor,"Zaragoza, España",40.000€ - 55.000€ brutos anuales,3-5 años,"Temporal, media jornada",Máster en Big Data o Ingeniería de Datos,"Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**Big Data Engineer Senior en Boycor**

    ¿Estás listo/a para un nuevo desafío profesional? En Boycor buscamos un/a Big Data Engineer Senior para unirse a nuestro equipo en Zaragoza, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Big Data Engineer Senior utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Boycor, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG91888,Data Engineer
236,Data Pipeline Specialist,Changetheblock,"Madrid, España",Salario no disponible,Sin experiencia,"Temporal, media jornada",Máster en Big Data o Ingeniería de Datos,"Big Data tools, Data Lakes, Data Warehouses","**Data Pipeline Specialist en Changetheblock**

    ¿Estás listo/a para un nuevo desafío profesional? En Changetheblock buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Madrid, España. Si tienes pasión por la ingeniería de datos y experiencia en Big Data tools, Data Lakes, Data Warehouses, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como Big Data tools, Data Lakes, Data Warehouses.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Big Data tools, Data Lakes, Data Warehouses.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Changetheblock, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG41117,Data Engineer
237,ETL Specialist,Streamify Labs,"Sevilla, España",Salario no disponible,3-5 años,"Contrato por proyecto, freelance",Máster en Big Data o Ingeniería de Datos,"Python, SQL, Apache Spark, Hadoop, AWS","**ETL Specialist en Streamify Labs**

    ¿Estás listo/a para un nuevo desafío profesional? En Streamify Labs buscamos un/a ETL Specialist para unirse a nuestro equipo en Sevilla, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de ETL Specialist utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Streamify Labs, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL44491,Data Engineer
238,Machine Learning Data Engineer,Gi Group,"Zaragoza, España",30.000€ - 40.000€ brutos anuales,1-2 años,"Contrato por proyecto, freelance",FP en Desarrollo de Aplicaciones Multiplataforma,"Python, SQL, Apache Spark, Hadoop, AWS","**Machine Learning Data Engineer en Gi Group**

    ¿Estás listo/a para un nuevo desafío profesional? En Gi Group buscamos un/a Machine Learning Data Engineer para unirse a nuestro equipo en Zaragoza, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Machine Learning Data Engineer utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: 30.000€ - 40.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Gi Group, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG26756,Data Engineer
239,Senior Data Infrastructure Engineer,Changetheblock,"Granada, España",35.000€ - 45.000€ brutos anuales,3-5 años,"Indefinido, jornada completa","Grado en Informática, Matemáticas o similar","SQL, Data Warehousing, ETL/ELT processes, Tableau","**Senior Data Infrastructure Engineer en Changetheblock**

    ¿Estás listo/a para un nuevo desafío profesional? En Changetheblock buscamos un/a Senior Data Infrastructure Engineer para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Senior Data Infrastructure Engineer utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    **Beneficios y condiciones:**
    - Contrato Indefinido, jornada completa.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Changetheblock, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL75235,Data Engineer
240,Data Pipeline Specialist,EOS Solutions,"Valencia, España",45.000€ - 60.000€ brutos anuales,Sin experiencia,"Contrato por proyecto, freelance",Máster en Big Data o Ingeniería de Datos,"SQL, Data Warehousing, ETL/ELT processes, Tableau","**Data Pipeline Specialist en EOS Solutions**

    ¿Estás listo/a para un nuevo desafío profesional? En EOS Solutions buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Valencia, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En EOS Solutions, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG55925,Data Engineer
241,ETL Developer,EOS Solutions,"Granada, España",35.000€ - 45.000€ brutos anuales,1-2 años,"Temporal, media jornada","Grado en Informática, Matemáticas o similar","Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**ETL Developer en EOS Solutions**

    ¿Estás listo/a para un nuevo desafío profesional? En EOS Solutions buscamos un/a ETL Developer para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de ETL Developer utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En EOS Solutions, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG76199,Data Engineer
242,Data Engineer Junior,Pipeline Analytics,"Granada, España",30.000€ - 40.000€ brutos anuales,Al menos 5 años,"Temporal, media jornada",Curso especializado en Big Data,"Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**Data Engineer Junior en Pipeline Analytics**

    ¿Estás listo/a para un nuevo desafío profesional? En Pipeline Analytics buscamos un/a Data Engineer Junior para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Engineer Junior utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: 30.000€ - 40.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Pipeline Analytics, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG45950,Data Engineer
