,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
298,Security Risk Management Expert,CyberSecure Tech,"Barcelona, España","['48.000', '94.000']",1-2 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['gdpr', 'auditoria de datos']","En CyberSecure Tech, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Comunicación efectiva, Conocimiento de GDPR, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00299,Data Security & Privacy,
299,Chief Information Security Officer,SecureFlow Corp,"Valencia, España","['57.000', '64.000']",Sin experiencia,"Proyecto, freelance",['Máster en Protección de Datos o Seguridad de la Información'],"['gestion de riesgos', 'sistemas de seguridad', 'gdpr', 'trabajo en equipo']","En SecureFlow Corp, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Sistemas de seguridad, Conocimiento de GDPR, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00300,Data Security & Privacy,
300,IT Security Analyst,SecureFlow Corp,"Barcelona, España","['50.000', '86.000']",1-2 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gestion de riesgos', 'sistemas de seguridad', 'gdpr', 'comunicacion efectiva']","En SecureFlow Corp, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Sistemas de seguridad, Conocimiento de GDPR, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00301,Data Security & Privacy,
301,Privacy Compliance Manager,PrivacyGuard Labs,"Madrid, España","['56.000', '69.000']",1-2 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gdpr', 'analisis critico', 'trabajo en equipo', 'comunicacion efectiva']","En PrivacyGuard Labs, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Análisis crítico, Trabajo en equipo, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00302,Data Security & Privacy,
302,Security Risk Management Expert,PrivacyGuard Labs,"Madrid, España","['42.000', '82.000']",Sin experiencia,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gdpr', 'analisis critico', 'comunicacion efectiva', 'trabajo en equipo', 'auditoria de datos']","En PrivacyGuard Labs, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Comunicación efectiva, Trabajo en equipo, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00303,Data Security & Privacy,
303,Privacy Compliance Manager,SecureFlow Corp,"Madrid, España","['32.000', '92.000']",Sin experiencia,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'analisis critico', 'trabajo en equipo', 'iso 27001']","En SecureFlow Corp, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Análisis crítico, Trabajo en equipo, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00304,Data Security & Privacy,
304,Security Auditor,Shield Analytics,"Sevilla, España","['32.000', '64.000']",Al menos 5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['sistemas de seguridad', 'gestion de riesgos', 'comunicacion efectiva', 'iso 27001']","En Shield Analytics, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Gestión de riesgos, Comunicación efectiva, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00305,Data Security & Privacy,
305,Cybersecurity & Compliance Analyst,SecureFlow Corp,"Sevilla, España","['39.000', '83.000']",1-2 años,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'iso 27001', 'sistemas de seguridad']","En SecureFlow Corp, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, Conocimiento de GDPR, Trabajo en equipo, Sistemas de seguridad. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00306,Data Security & Privacy,
306,Chief Information Security Officer,CyberSecure Tech,"Bilbao, España","['48.000', '87.000']",Al menos 5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'analisis critico', 'sistemas de seguridad', 'gdpr']","En CyberSecure Tech, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Análisis crítico, Sistemas de seguridad, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00307,Data Security & Privacy,
307,Security Risk Management Expert,SecureFlow Corp,"Barcelona, España","['52.000', '76.000']",Al menos 5 años,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'auditoria de datos', 'gestion de riesgos']","En SecureFlow Corp, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, Conocimiento de GDPR, Auditoría de datos, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00308,Data Security & Privacy,
308,GDPR Specialist,Shield Analytics,"Sevilla, España","['60.000', '62.000']",Sin experiencia,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['trabajo en equipo', 'gestion de riesgos', 'gdpr', 'iso 27001']","En Shield Analytics, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Gestión de riesgos, Conocimiento de GDPR, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00309,Data Security & Privacy,
309,Security Auditor,DataDefense Inc,"Madrid, España","['49.000', '91.000']",3-5 años,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['sistemas de seguridad', 'gdpr', 'trabajo en equipo', 'analisis critico']","En DataDefense Inc, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Conocimiento de GDPR, Trabajo en equipo, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00310,Data Security & Privacy,
