Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
Junior Big Data Analyst,DataFlow Corp,"Granada, España","['40.000', '55.000']",3-5 años,"Temporal, jornada completa",['Máster en Big Data o Ingeniería de Datos'],"['apache kafka', 'airflow', 'nosql']","Junior Big Data Analyst en DataFlow Corp

    DataFlow Corp está buscando un/a Junior Big Data Analyst para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    Lo que ofrecemos:
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 40.000€ - 55.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",DENG31882,Data Engineer,
ETL Developer,Aubay,"Sevilla, España",['No Dispobible'],Sin experiencia,"Temporal, jornada completa","['Grado en Informática', ' Matemáticas o similar']","['aws', 'gcp', 'azure', 'docker', 'kubernetes']","ETL Developer en Aubay

    Aubay está buscando un/a ETL Developer para unirse a su equipo en Sevilla, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Lo que ofrecemos:
    - Contrato Temporal, jornada completa.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG24805,Data Engineer,
Data Architect,Aubay,"Sevilla, España","['50.000', '70.000']",Sin experiencia,"Indefinido, jornada completa",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['big data', 'data lakes', 'data warehouses']","Data Architect en Aubay

    Aubay está buscando un/a Data Architect para unirse a su equipo en Sevilla, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG55248,Data Engineer,
Cloud Data Engineer,Changetheblock,"Valencia, España","['45.000', '60.000']",1-2 años,"Indefinido, jornada completa",['Curso especializado en Big Data'],"['python', 'sql', 'apache spark', 'hadoop', 'aws']","Cloud Data Engineer en Changetheblock

    Changetheblock está buscando un/a Cloud Data Engineer para unirse a su equipo en Valencia, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 1-2 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL53514,Data Engineer,
ETL Specialist,Streamify Labs,"Valencia, España","['30.000', '40.000']",1-2 años,"Temporal, media jornada","['Grado en Informática', ' Matemáticas o similar']","['python', 'sql', 'apache spark', 'hadoop', 'aws']","ETL Specialist en Streamify Labs

    Streamify Labs está buscando un/a ETL Specialist para unirse a su equipo en Valencia, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 1-2 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Lo que ofrecemos:
    - Contrato Temporal, media jornada.
    - Salario competitivo: 30.000€ - 40.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL87018,Data Engineer,
Data Pipeline Specialist,Gi Group,"Madrid, España","['40.000', '55.000']",1-2 años,"Temporal, media jornada",['Máster en Big Data o Ingeniería de Datos'],"['big data', 'data lakes', 'data warehouses']","Data Pipeline Specialist en Gi Group

    Gi Group está buscando un/a Data Pipeline Specialist para unirse a su equipo en Madrid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 1-2 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Temporal, media jornada.
    - Salario competitivo: 40.000€ - 55.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",DENG92252,Data Engineer,
ETL Developer,Changetheblock,"Granada, España","['30.000', '40.000']",1-2 años,"Temporal, jornada completa","['Grado en Informática', ' Matemáticas o similar']","['apache kafka', 'airflow', 'nosql']","ETL Developer en Changetheblock

    Changetheblock está buscando un/a ETL Developer para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 1-2 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    Lo que ofrecemos:
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 30.000€ - 40.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL52719,Data Engineer,
Junior Big Data Analyst,Pipeline Analytics,"Alicante, España",['No Dispobible'],3-5 años,"Temporal, media jornada",['Máster en Big Data o Ingeniería de Datos'],"['big data', 'data lakes', 'data warehouses']","Junior Big Data Analyst en Pipeline Analytics

    Pipeline Analytics está buscando un/a Junior Big Data Analyst para unirse a su equipo en Alicante, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Temporal, media jornada.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG53075,Data Engineer,
ETL Developer,DataFlow Corp,"Valladolid, España",['No Dispobible'],3-5 años,"Temporal, media jornada",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['aws', 'gcp', 'azure', 'docker', 'kubernetes']","ETL Developer en DataFlow Corp

    DataFlow Corp está buscando un/a ETL Developer para unirse a su equipo en Valladolid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Lo que ofrecemos:
    - Contrato Temporal, media jornada.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",DENG81289,Data Engineer,
Junior Big Data Analyst,Keapps,"Valladolid, España","['45.000', '60.000']",Al menos 5 años,"Indefinido, jornada parcial","['Grado en Informática', ' Matemáticas o similar']","['big data', 'data lakes', 'data warehouses']","Junior Big Data Analyst en Keapps

    Keapps está buscando un/a Junior Big Data Analyst para unirse a su equipo en Valladolid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada parcial.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Al menos 5 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada parcial.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG97033,Data Engineer,
